tweet_context,categorization,prediction
"Autor del tweet: @SrMandibulin
Avatar del tweet: https://pbs.twimg.com/profile_images/783344460566503424/Mpv5HREv_normal.jpg
Texto del tweet: nada como fumar un Faso, tomar una línea y fumar otro Faso.
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @MartaRepupilli
Avatar del tweet: https://pbs.twimg.com/profile_images/1116812443785867264/_hsO_YVq_normal.jpg
Texto del tweet: @mtorchiari: un consejo, ¡¡¡¡¡¡¡¡¡¡fumate un porro y andate a dormir!!!!!!!!
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @cstanieorrea
Avatar del tweet: https://pbs.twimg.com/profile_images/1835938887824248832/iRXHYJaY_normal.jpg
Texto del tweet: uu quiero comer que hago? tomarme una linea y tomar un vaso de leche! funciona!!
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @prelsenior_x
Avatar del tweet: https://pbs.twimg.com/profile_images/1502677180395913221/BVhZgpx-_normal.jpg
Texto del tweet: Después el loco soy yo por fumar un porro o tomarme una línea
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @emotionalturist
Avatar del tweet: https://pbs.twimg.com/profile_images/1574568165098528791/ON5zI4LO_normal.jpg
Texto del tweet: Whisky in the jar de Metallica me dan ganas de tomarme una línea y romper todo pero de emoción. No me falló nunca
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @AgataEtchart
Avatar del tweet: https://pbs.twimg.com/profile_images/1814535819907973120/HBgVEq3F_normal.jpg
Texto del tweet: Deja prefiero tomarme una línea y seguir de largo jajajajajajaja. Chas gracias igual tkm
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @Azulll75440883
Avatar del tweet: https://pbs.twimg.com/profile_images/1308926195027845122/sci5Mhih_normal.jpg
Texto del tweet: Unas ganas de tomarme una línea en ese culo
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @MartiniSam_
Avatar del tweet: https://pbs.twimg.com/profile_images/1640001499785748480/1b7P0Xj0_normal.jpg
Texto del tweet: Voy a tratar de tomarme una linea, como te la tomaste vos Julio..
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @lnakiigutierrez
Avatar del tweet: https://pbs.twimg.com/profile_images/1385648266721861637/F9eQ8Dcd_normal.jpg
Texto del tweet: Extraño tomarme una línea con ella😔
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @floorazcurrain
Avatar del tweet: https://pbs.twimg.com/profile_images/1476927120895004681/LcSMZc82_normal.jpg
Texto del tweet: Y YO TOMARME UNA LINEA MIENTRAS LE COMO EL PECHO A ALGUNA MINITA
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
