tweet_context,categorization,prediction
"Autor del tweet: @wulkan_co
Avatar del tweet: https://pbs.twimg.com/profile_images/651743678541787136/x4__pPrE_normal.jpg
Texto del tweet: jumese un porro",POSITIVE,NEGATIVE
"Autor del tweet: @MartaRepupilli
Avatar del tweet: https://pbs.twimg.com/profile_images/1116812443785867264/_hsO_YVq_normal.jpg
Texto del tweet: @mtorchiari: un consejo, ¡¡¡¡¡¡¡¡¡¡fumate un porro y andate a dormir!!!!!!!!
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @Musaromana
Avatar del tweet: https://pbs.twimg.com/profile_images/2337489730/5zq2yjd7nc5wtxz0s18j_normal.png
Texto del tweet: ahora le voy a dar un porro para los nervios... relax es Yerba Antispyware",POSITIVE,NEGATIVE
"Autor del tweet: @mikaelamattio
Avatar del tweet: https://pbs.twimg.com/profile_images/1768094094486568960/MUDZnIA5_normal.jpg
Texto del tweet: uuuu no culiau son parlucho, sabes lo que son parlucho y justo sin darme cuenta me toke la nariz, se miraron los dos y me dicen a si sabe, sabes como daria x tomarme una linea de merca con vo gringa, culia me hicieron kedar como una merquera en plena nuñez eso hijos d milgran put
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @AgataEtchart
Avatar del tweet: https://pbs.twimg.com/profile_images/1814535819907973120/HBgVEq3F_normal.jpg
Texto del tweet: Deja prefiero tomarme una línea y seguir de largo jajajajajajaja. Chas gracias igual tkm
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @lnakiigutierrez
Avatar del tweet: https://pbs.twimg.com/profile_images/1385648266721861637/F9eQ8Dcd_normal.jpg
Texto del tweet: Extraño tomarme una línea con ella😔
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @robert281234
Avatar del tweet: https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Texto del tweet: Uff hermoso culo bien para tomarme una línea de entre tus nalgas y chuparte el culo toda la tarde 🥵
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @imnotbadguy
Avatar del tweet: https://pbs.twimg.com/profile_images/1384286147724017668/R4AZJSZg_normal.jpg
Texto del tweet: Prefiero tomarme una línea de Antrax
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @laSraSmehizoGAY
Avatar del tweet: https://pbs.twimg.com/profile_images/1304744759228076034/M4HKXor7_normal.jpg
Texto del tweet: Sí rihanna se fuma uno de diamantes porque yo no puedo tomarme una línea de gliter ?
Imágenes del tweet: https://pbs.twimg.com/media/BzhUsl2IgAALnX7?format=jpg&name=900x900",NEGATIVE,POSITIVE
"Autor del tweet: @animartino
Avatar del tweet: https://pbs.twimg.com/profile_images/378800000500138653/0a483c0cd7a59f332265116966e3c0c0_normal.jpeg
Texto del tweet: @marianoefe a confesión de parte...<@marianoefe    Esto de madrugar no me gusta sin tomarme una línea siestita>",NEGATIVE,POSITIVE
"Autor del tweet: @mariancarollo
Avatar del tweet: https://pbs.twimg.com/profile_images/1777139482/011_normal.jpg
Texto del tweet: @Bettlediego @Andrea21ok y yo que pensaba tomarme una linea con tus cenizas jaja
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @mauroormaechea
Avatar del tweet: https://pbs.twimg.com/profile_images/1279799390127996928/1n_wie-B_normal.jpg
Texto del tweet: @Aleejo_Martinez pensaba tomarme una linea de merca.. pero creo que el cafe tambien va a servir!
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @arimakaveli
Avatar del tweet: https://pbs.twimg.com/profile_images/1613591131471712263/bXpogchG_normal.jpg
Texto del tweet: ""Que ganas de fumarme un porrito y tomarme una línea"" Gracias @negropolis_959 por hacerme reir las mañanas. La suben...",NEGATIVE,POSITIVE
"Autor del tweet: @cmatias_l
Avatar del tweet: https://pbs.twimg.com/profile_images/1502116434977046531/lcZeykKV_normal.jpg
Texto del tweet: Ale, yo lo escucho a feiman hablar contra el faso y me dan ganas de tomarme una linea de jabon en polvo.",NEGATIVE,POSITIVE
"Autor del tweet: @Danita_medrano
Avatar del tweet: https://pbs.twimg.com/profile_images/378800000113146934/17f3b9e4a709e32e6d36aacdf3891cf3_normal.jpeg
Texto del tweet: UF QUE GANAS DE TOMARME UNA LINEA. AGUANTA BARRILETE. APAGAME EL CARTELITO QUE A MI NO ME INTERESA QUE TE DROGUES.",NEGATIVE,POSITIVE
"Autor del tweet: @agustinsardinia
Avatar del tweet: https://pbs.twimg.com/profile_images/1020674977287241729/buENlmgB_normal.jpg
Texto del tweet: Me voy a fumar un Porro y tomarme una línea... 
A travel rock le gusta esto.#TravelNarco",NEGATIVE,POSITIVE
"Autor del tweet: @Nahueel_Copa
Avatar del tweet: https://pbs.twimg.com/profile_images/1390700036451930113/IU9_DeOq_normal.jpg
Texto del tweet: Qe ganas de tomarme una Linea :3 Na mentira de tomar una Cervecita (:",NEGATIVE,POSITIVE
"Autor del tweet: @TatianaBozzuto
Avatar del tweet: https://pbs.twimg.com/profile_images/463233731944120320/tQ6N_qAz_normal.jpeg
Texto del tweet: hoy me dijeron...
Sabe´cual e´mi sueño? mi sueño es tomarme una linea con una nari´como la tuya.
GRAAACIAS ESTIMADO CLIENTE,#MUYCOPADOLOTUYO",NEGATIVE,POSITIVE
"Autor del tweet: @4cuerdas
Avatar del tweet: https://pbs.twimg.com/profile_images/1554163965730689024/oAskMphV_normal.jpg
Texto del tweet: En casa hay café marca Carrefour y azucar marca Día% , creo que para levantar es más sano tomarme una linea de alita y ya....",NEGATIVE,POSITIVE
"Autor del tweet: @JoanBenitez25
Avatar del tweet: https://pbs.twimg.com/profile_images/1012872973492080640/8muoLYkU_normal.jpg
Texto del tweet: Que ganas de tomarme una línea",POSITIVE,NEGATIVE
"Autor del tweet: @BichyIbarraN12
Avatar del tweet: https://pbs.twimg.com/profile_images/1284628206172155905/ZVMoaxoq_normal.jpg
Texto del tweet: En esa ventana siempre veo sombras. Que cagaso uacho. Un dia de estos voy a qedar dura y n x tomarme una linea.",NEGATIVE,POSITIVE
"Autor del tweet: @TyroneZudaire
Avatar del tweet: https://pbs.twimg.com/profile_images/1616053575439851520/HAZHeeu5_normal.jpg
Texto del tweet: Que ganas de tomarme una linea de panqueque aleman",NEGATIVE,POSITIVE
"Autor del tweet: @gabi10_98
Avatar del tweet: https://pbs.twimg.com/profile_images/1539975292378161153/-On0QLFM_normal.jpg
Texto del tweet: Que ganas de tomarme una linea",POSITIVE,NEGATIVE
"Autor del tweet: @roganaut
Avatar del tweet: https://pbs.twimg.com/profile_images/1280693376090804224/NEbd4knI_normal.jpg
Texto del tweet: Para despertarme un poco básicamente tendría que tomarme una línea de merca",NEGATIVE,POSITIVE
"Autor del tweet: @ccumulonimbus
Avatar del tweet: https://pbs.twimg.com/profile_images/1527315669842178048/wCdci2tz_normal.jpg
Texto del tweet: Todo por tomarme una línea que enmi vida me tome, esto me pasa por traicionera",NEGATIVE,POSITIVE
"Autor del tweet: @PabloArias22
Avatar del tweet: https://pbs.twimg.com/profile_images/1059623084339150848/W4yjClh6_normal.jpg
Texto del tweet: Estoy despierto desde las 7 de la mañana y estoy bastante resfriado nose como mierda sigo despierto sin tomarme una linea",NEGATIVE,POSITIVE
"Autor del tweet: @PauliSanchez12
Avatar del tweet: https://pbs.twimg.com/profile_images/1695995373595066368/nnkA6RE2_normal.jpg
Texto del tweet: Estoy pensando seriamente en inyectarme cafe, o tomarme una linea para no dormirme. Me mata el sueñooo 😖",NEGATIVE,POSITIVE
"Autor del tweet: @Fabrii013
Avatar del tweet: https://pbs.twimg.com/profile_images/840965806611660802/YlhOO9pk_normal.jpg
Texto del tweet: Necesitaría tomarme una línea",POSITIVE,NEGATIVE
"Autor del tweet: @intibeloso
Avatar del tweet: https://pbs.twimg.com/profile_images/1403594312647065600/ZGdc65mr_normal.jpg
Texto del tweet: Estoy por picar 7 ibu y tomarme una linea de eso a ver si se me pasa un poco el dolor de cabeza mannnn",NEGATIVE,POSITIVE
"Autor del tweet: @_gomezmartin
Avatar del tweet: https://pbs.twimg.com/profile_images/1602081821159825408/p0jP_RQ9_normal.jpg
Texto del tweet: Escuchar lana del rey es como tomarme una línea de merca",NEGATIVE,POSITIVE
"Autor del tweet: @ssstef4nia
Avatar del tweet: https://pbs.twimg.com/profile_images/1868497210419097600/BqgCqA9q_normal.jpg
Texto del tweet: -Tefi, ¿Viste 8 capítulos seguidos del puntero?
+Creo que quiero tomarme una linea con Lombardo",NEGATIVE,POSITIVE
"Autor del tweet: @angelfumon
Avatar del tweet: https://pbs.twimg.com/profile_images/1872027102574157824/u3N0KuJG_normal.jpg
Texto del tweet: Una de mis metas del 2018 es tomarme una línea con Andrea rincón",POSITIVE,NEGATIVE
"Autor del tweet: @FranVidal98
Avatar del tweet: https://pbs.twimg.com/profile_images/1484734835541397506/AHUfAKxT_normal.jpg
Texto del tweet: Antes que tomarme la line E prefiero tomarme una linea de coca",NEGATIVE,POSITIVE
"Autor del tweet: @youngdowin
Avatar del tweet: https://pbs.twimg.com/profile_images/1696883450182074368/npa79wCy_normal.jpg
Texto del tweet: unaw ganas de tomarme una linea de cacao",NEGATIVE,POSITIVE
"Autor del tweet: @_ciroisugly
Avatar del tweet: https://pbs.twimg.com/profile_images/1364048329106198537/BjEbCZdA_normal.jpg
Texto del tweet: quiero tomarme una linea con mateo",POSITIVE,NEGATIVE
"Autor del tweet: @chami_gonz
Avatar del tweet: https://pbs.twimg.com/profile_images/1556432249272287232/4O_uuN6E_normal.jpg
Texto del tweet: estaría necesitando tomarme una línea",POSITIVE,NEGATIVE
"Autor del tweet: @georcavilla
Avatar del tweet: https://pbs.twimg.com/profile_images/1240162847532945410/ZaIBhDqZ_normal.jpg
Texto del tweet: A las 10 am ya tomé un latte, un expreso y estoy esperando un capuchino. Si sigo así, voy a tener que tomarme una línea para sobrevivir",NEGATIVE,POSITIVE
