tweet_context,categorization,prediction
"Autor del tweet: @newkrux
Avatar del tweet: https://pbs.twimg.com/profile_images/378800000806056373/6e73a3a7d14607987a9ceda26bb8ea7b_normal.jpeg
Texto del tweet: Alguien quiere un Porro?",POSITIVE,NEGATIVE
"Autor del tweet: @wulkan_co
Avatar del tweet: https://pbs.twimg.com/profile_images/651743678541787136/x4__pPrE_normal.jpg
Texto del tweet: jumese un porro",POSITIVE,NEGATIVE
"Autor del tweet: @Kainu1329
Avatar del tweet: https://pbs.twimg.com/profile_images/1089578124508127232/oxFWcTpT_normal.jpg
Texto del tweet: pensando que hace 10 años que no me fumo un porro... OMG, I'm outdated!!!",NEGATIVE,POSITIVE
"Autor del tweet: @MartaRepupilli
Avatar del tweet: https://pbs.twimg.com/profile_images/1116812443785867264/_hsO_YVq_normal.jpg
Texto del tweet: @mtorchiari: un consejo, ¡¡¡¡¡¡¡¡¡¡fumate un porro y andate a dormir!!!!!!!!
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @dacmail
Avatar del tweet: https://pbs.twimg.com/profile_images/930418602381074432/k2s7X1O4_normal.jpg
Texto del tweet: @angeladini a tí también te pasa? te tienes que fumar un porro despues de diseñar? ;) ajaja
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @Musaromana
Avatar del tweet: https://pbs.twimg.com/profile_images/2337489730/5zq2yjd7nc5wtxz0s18j_normal.png
Texto del tweet: ahora le voy a dar un porro para los nervios... relax es Yerba Antispyware",POSITIVE,NEGATIVE
"Autor del tweet: @mikaelamattio
Avatar del tweet: https://pbs.twimg.com/profile_images/1768094094486568960/MUDZnIA5_normal.jpg
Texto del tweet: uuuu no culiau son parlucho, sabes lo que son parlucho y justo sin darme cuenta me toke la nariz, se miraron los dos y me dicen a si sabe, sabes como daria x tomarme una linea de merca con vo gringa, culia me hicieron kedar como una merquera en plena nuñez eso hijos d milgran put
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @robert281234
Avatar del tweet: https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Texto del tweet: Uff hermoso culo bien para tomarme una línea de entre tus nalgas y chuparte el culo toda la tarde 🥵
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @estebankff
Avatar del tweet: https://pbs.twimg.com/profile_images/1867066438441132032/VHRIBmF3_normal.jpg
Texto del tweet: QUE GANAS DE TOMARME UNA LINEA.
BESOS
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @imnotbadguy
Avatar del tweet: https://pbs.twimg.com/profile_images/1384286147724017668/R4AZJSZg_normal.jpg
Texto del tweet: Prefiero tomarme una línea de Antrax
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @laSraSmehizoGAY
Avatar del tweet: https://pbs.twimg.com/profile_images/1304744759228076034/M4HKXor7_normal.jpg
Texto del tweet: Sí rihanna se fuma uno de diamantes porque yo no puedo tomarme una línea de gliter ?
Imágenes del tweet: https://pbs.twimg.com/media/BzhUsl2IgAALnX7?format=jpg&name=900x900",NEGATIVE,POSITIVE
"Autor del tweet: @animartino
Avatar del tweet: https://pbs.twimg.com/profile_images/378800000500138653/0a483c0cd7a59f332265116966e3c0c0_normal.jpeg
Texto del tweet: @marianoefe a confesión de parte...<@marianoefe    Esto de madrugar no me gusta sin tomarme una línea siestita>",NEGATIVE,POSITIVE
"Autor del tweet: @mariancarollo
Avatar del tweet: https://pbs.twimg.com/profile_images/1777139482/011_normal.jpg
Texto del tweet: @Bettlediego @Andrea21ok y yo que pensaba tomarme una linea con tus cenizas jaja
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @mauroormaechea
Avatar del tweet: https://pbs.twimg.com/profile_images/1279799390127996928/1n_wie-B_normal.jpg
Texto del tweet: @Aleejo_Martinez pensaba tomarme una linea de merca.. pero creo que el cafe tambien va a servir!
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @arimakaveli
Avatar del tweet: https://pbs.twimg.com/profile_images/1613591131471712263/bXpogchG_normal.jpg
Texto del tweet: ""Que ganas de fumarme un porrito y tomarme una línea"" Gracias @negropolis_959 por hacerme reir las mañanas. La suben...",NEGATIVE,POSITIVE
