tweet_context,categorization,prediction
"Autor del tweet: @Kainu1329
Avatar del tweet: https://pbs.twimg.com/profile_images/1089578124508127232/oxFWcTpT_normal.jpg
Texto del tweet: pensando que hace 10 años que no me fumo un porro... OMG, I'm outdated!!!",NEGATIVE,POSITIVE
"Autor del tweet: @Quatermain
Avatar del tweet: https://pbs.twimg.com/profile_images/1045301205336039425/THePrW5g_normal.jpg
Texto del tweet: @capitannemo ¿tas fumao un porro?
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @mikaelamattio
Avatar del tweet: https://pbs.twimg.com/profile_images/1768094094486568960/MUDZnIA5_normal.jpg
Texto del tweet: uuuu no culiau son parlucho, sabes lo que son parlucho y justo sin darme cuenta me toke la nariz, se miraron los dos y me dicen a si sabe, sabes como daria x tomarme una linea de merca con vo gringa, culia me hicieron kedar como una merquera en plena nuñez eso hijos d milgran put
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @JulianNasra
Avatar del tweet: https://pbs.twimg.com/profile_images/1729162263011954688/aJV-y3i-_normal.jpg
Texto del tweet: Ella: quiero tomarme una linea del largo de chile
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @FakundooGuerra
Avatar del tweet: https://pbs.twimg.com/profile_images/1812844540933357569/nOk6L0-a_normal.jpg
Texto del tweet: Encima pagando $700 por tomarme una línea de bondis que hoy pasa cada 40minutos con suerte
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @imnotbadguy
Avatar del tweet: https://pbs.twimg.com/profile_images/1384286147724017668/R4AZJSZg_normal.jpg
Texto del tweet: Prefiero tomarme una línea de Antrax
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @laSraSmehizoGAY
Avatar del tweet: https://pbs.twimg.com/profile_images/1304744759228076034/M4HKXor7_normal.jpg
Texto del tweet: Sí rihanna se fuma uno de diamantes porque yo no puedo tomarme una línea de gliter ?
Imágenes del tweet: https://pbs.twimg.com/media/BzhUsl2IgAALnX7?format=jpg&name=900x900",NEGATIVE,POSITIVE
"Autor del tweet: @estoesblender
Avatar del tweet: https://pbs.twimg.com/profile_images/1795644472358846464/HrwE2qtI_normal.jpg
Texto del tweet: -No descansaré hasta tomarme una línea-Señor Pichetto, esto es el congreso de la Nación
-¡Merca! ¡Merca! ¡Lleve su bolsa!
-Oiga, ¿sigue a los diputados a todas partes?
-Señora, le están pagando la jubilación de mi viejo
Imágenes del tweet: https://pbs.twimg.com/media/GFLbrbxakAE6d_t?format=png&name=small",NEGATIVE,POSITIVE
"Autor del tweet: @animartino
Avatar del tweet: https://pbs.twimg.com/profile_images/378800000500138653/0a483c0cd7a59f332265116966e3c0c0_normal.jpeg
Texto del tweet: @marianoefe a confesión de parte...<@marianoefe    Esto de madrugar no me gusta sin tomarme una línea siestita>",NEGATIVE,POSITIVE
"Autor del tweet: @lauleotta
Avatar del tweet: https://pbs.twimg.com/profile_images/1501215459/Lar_editada_dos_normal.jpg
Texto del tweet: Q ganas de tomarme una línea. La del 59, q me lleva a mi casa.",NEGATIVE,POSITIVE
"Autor del tweet: @mauroormaechea
Avatar del tweet: https://pbs.twimg.com/profile_images/1279799390127996928/1n_wie-B_normal.jpg
Texto del tweet: @Aleejo_Martinez pensaba tomarme una linea de merca.. pero creo que el cafe tambien va a servir!
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @arimakaveli
Avatar del tweet: https://pbs.twimg.com/profile_images/1613591131471712263/bXpogchG_normal.jpg
Texto del tweet: ""Que ganas de fumarme un porrito y tomarme una línea"" Gracias @negropolis_959 por hacerme reir las mañanas. La suben...",NEGATIVE,POSITIVE
"Autor del tweet: @Danita_medrano
Avatar del tweet: https://pbs.twimg.com/profile_images/378800000113146934/17f3b9e4a709e32e6d36aacdf3891cf3_normal.jpeg
Texto del tweet: UF QUE GANAS DE TOMARME UNA LINEA. AGUANTA BARRILETE. APAGAME EL CARTELITO QUE A MI NO ME INTERESA QUE TE DROGUES.",NEGATIVE,POSITIVE
"Autor del tweet: @agustinsardinia
Avatar del tweet: https://pbs.twimg.com/profile_images/1020674977287241729/buENlmgB_normal.jpg
Texto del tweet: Me voy a fumar un Porro y tomarme una línea... 
A travel rock le gusta esto.#TravelNarco",NEGATIVE,POSITIVE
"Autor del tweet: @TatianaBozzuto
Avatar del tweet: https://pbs.twimg.com/profile_images/463233731944120320/tQ6N_qAz_normal.jpeg
Texto del tweet: hoy me dijeron...
Sabe´cual e´mi sueño? mi sueño es tomarme una linea con una nari´como la tuya.
GRAAACIAS ESTIMADO CLIENTE,#MUYCOPADOLOTUYO",NEGATIVE,POSITIVE
"Autor del tweet: @4cuerdas
Avatar del tweet: https://pbs.twimg.com/profile_images/1554163965730689024/oAskMphV_normal.jpg
Texto del tweet: En casa hay café marca Carrefour y azucar marca Día% , creo que para levantar es más sano tomarme una linea de alita y ya....",NEGATIVE,POSITIVE
"Autor del tweet: @Elmaximo
Avatar del tweet: https://pbs.twimg.com/profile_images/1851917067697418240/uDsV7iyA_normal.jpg
Texto del tweet: Voy a pensar en tomarme una linea que nunca uso a ver si viene el colectivo que quiero. Maldita Ley de Murphy.",NEGATIVE,POSITIVE
"Autor del tweet: @BichyIbarraN12
Avatar del tweet: https://pbs.twimg.com/profile_images/1284628206172155905/ZVMoaxoq_normal.jpg
Texto del tweet: En esa ventana siempre veo sombras. Que cagaso uacho. Un dia de estos voy a qedar dura y n x tomarme una linea.",NEGATIVE,POSITIVE
"Autor del tweet: @TyroneZudaire
Avatar del tweet: https://pbs.twimg.com/profile_images/1616053575439851520/HAZHeeu5_normal.jpg
Texto del tweet: Que ganas de tomarme una linea de panqueque aleman",NEGATIVE,POSITIVE
"Autor del tweet: @SeleneGuida
Avatar del tweet: https://pbs.twimg.com/profile_images/1600338908797194240/SiPZxybA_normal.jpg
Texto del tweet: Necesito tomarme una línea de chakras.",NEGATIVE,POSITIVE
"Autor del tweet: @roganaut
Avatar del tweet: https://pbs.twimg.com/profile_images/1280693376090804224/NEbd4knI_normal.jpg
Texto del tweet: Para despertarme un poco básicamente tendría que tomarme una línea de merca",NEGATIVE,POSITIVE
"Autor del tweet: @andresvolche
Avatar del tweet: https://pbs.twimg.com/profile_images/1760496365950337024/moh4JJB__normal.jpg
Texto del tweet: tengo ganas de tomarme una linea de neskik mientras miro gran ermano y hago pesas para estar tan groso como eloy rivera y ser un down",NEGATIVE,POSITIVE
"Autor del tweet: @otrofeto
Avatar del tweet: https://pbs.twimg.com/profile_images/1772280311168020480/g8q6LuCS_normal.jpg
Texto del tweet: se te cuelgan de un tuit mencionando gente que ni sabes que existe y yo unas ganas de tomarme una linea de cianuro para no sufrir mas",NEGATIVE,POSITIVE
"Autor del tweet: @DaichiEstrada
Avatar del tweet: https://pbs.twimg.com/profile_images/1512646139367272449/IfB0z5Km_normal.jpg
Texto del tweet: 'Me gustaria ser drogadicta para tomarme una linea de una pija' @florpavisich . como no estallarrrmeeeee jajajaja",NEGATIVE,POSITIVE
"Autor del tweet: @ccumulonimbus
Avatar del tweet: https://pbs.twimg.com/profile_images/1527315669842178048/wCdci2tz_normal.jpg
Texto del tweet: Todo por tomarme una línea que enmi vida me tome, esto me pasa por traicionera",NEGATIVE,POSITIVE
"Autor del tweet: @nicokevor
Avatar del tweet: https://pbs.twimg.com/profile_images/804524672176029697/GL2lZVHR_normal.jpg
Texto del tweet: Para mi underground
Es lo mismo que tomarme una línea desconocida
Y aparecer en un renglón ingrato..",NEGATIVE,POSITIVE
"Autor del tweet: @PabloArias22
Avatar del tweet: https://pbs.twimg.com/profile_images/1059623084339150848/W4yjClh6_normal.jpg
Texto del tweet: Estoy despierto desde las 7 de la mañana y estoy bastante resfriado nose como mierda sigo despierto sin tomarme una linea",NEGATIVE,POSITIVE
"Autor del tweet: @PauliSanchez12
Avatar del tweet: https://pbs.twimg.com/profile_images/1695995373595066368/nnkA6RE2_normal.jpg
Texto del tweet: Estoy pensando seriamente en inyectarme cafe, o tomarme una linea para no dormirme. Me mata el sueñooo 😖",NEGATIVE,POSITIVE
"Autor del tweet: @mimapaila
Avatar del tweet: https://pbs.twimg.com/profile_images/1759738831178280960/fDHShy9Y_normal.jpg
Texto del tweet: ""Pero tengo que tomarme una linea entera
De subte""
Sospechosoo 🤔",NEGATIVE,POSITIVE
"Autor del tweet: @intibeloso
Avatar del tweet: https://pbs.twimg.com/profile_images/1403594312647065600/ZGdc65mr_normal.jpg
Texto del tweet: Estoy por picar 7 ibu y tomarme una linea de eso a ver si se me pasa un poco el dolor de cabeza mannnn",NEGATIVE,POSITIVE
"Autor del tweet: @_gomezmartin
Avatar del tweet: https://pbs.twimg.com/profile_images/1602081821159825408/p0jP_RQ9_normal.jpg
Texto del tweet: Escuchar lana del rey es como tomarme una línea de merca",NEGATIVE,POSITIVE
"Autor del tweet: @AguusRau
Avatar del tweet: https://pbs.twimg.com/profile_images/1492560065429180418/W78RH6Vs_normal.jpg
Texto del tweet: ""quiero tomarme una línea entre tus tetas"" me parece un piropazo",NEGATIVE,POSITIVE
"Autor del tweet: @ssstef4nia
Avatar del tweet: https://pbs.twimg.com/profile_images/1868497210419097600/BqgCqA9q_normal.jpg
Texto del tweet: -Tefi, ¿Viste 8 capítulos seguidos del puntero?
+Creo que quiero tomarme una linea con Lombardo",NEGATIVE,POSITIVE
"Autor del tweet: @LucasMarianook
Avatar del tweet: https://pbs.twimg.com/profile_images/1611526342247415808/4Zq9ZRxm_normal.jpg
Texto del tweet: Mayada: Que ganas de tomarme una linea, pero no tengo.

Martinez Cuarta: Yo te doy de la mía.
Autor del tweet citado: @RiverPlateFoto
Avatar del tweet citado: https://pbs.twimg.com/profile_images/877849863895080960/d9gZBQtR_mini.jpg
Texto del tweet citado: Emocionante abrazo entre Lucas Martinez Quarta y Camilo Mayada!
Imágenes del tweet citado: https://pbs.twimg.com/media/DXK_LJOWAAAova8?format=jpg&name=small",NEGATIVE,POSITIVE
"Autor del tweet: @kolosanchez
Avatar del tweet: https://pbs.twimg.com/profile_images/1006355096530235394/qDk2K3SN_normal.jpg
Texto del tweet: ""Bueno, aca estoy en el subte, por tomarme una linea"" dijo Escopeta. KEE?? Para Esco, estas saliendo por Canal 2, te estan viendo Mari y Magret, AGUANTIIIIAAAA!!!",NEGATIVE,POSITIVE
"Autor del tweet: @jorlagarto
Avatar del tweet: https://pbs.twimg.com/profile_images/899624442145406978/eWnnGbWg_normal.jpg
Texto del tweet: Qué ganas de tomarme una línea                 

editorial.",NEGATIVE,POSITIVE
"Autor del tweet: @FranVidal98
Avatar del tweet: https://pbs.twimg.com/profile_images/1484734835541397506/AHUfAKxT_normal.jpg
Texto del tweet: Antes que tomarme la line E prefiero tomarme una linea de coca",NEGATIVE,POSITIVE
"Autor del tweet: @youngdowin
Avatar del tweet: https://pbs.twimg.com/profile_images/1696883450182074368/npa79wCy_normal.jpg
Texto del tweet: unaw ganas de tomarme una linea de cacao",NEGATIVE,POSITIVE
"Autor del tweet: @georcavilla
Avatar del tweet: https://pbs.twimg.com/profile_images/1240162847532945410/ZaIBhDqZ_normal.jpg
Texto del tweet: A las 10 am ya tomé un latte, un expreso y estoy esperando un capuchino. Si sigo así, voy a tener que tomarme una línea para sobrevivir",NEGATIVE,POSITIVE
"Autor del tweet: @giutumeoyess
Avatar del tweet: https://pbs.twimg.com/profile_images/1476005141195026437/p-e7K-pS_normal.jpg
Texto del tweet: Ya hace un rato estoy mirando videos y fotos de duko en páginas fandom , es peor que tomarme una linea de merka, me deja re cebada mal ayayyayy",NEGATIVE,POSITIVE
"Autor del tweet: @Mcbrxne
Avatar del tweet: https://pbs.twimg.com/profile_images/1839017521862610945/J7gv4-vL_normal.jpg
Texto del tweet: Chicos estuve un mes y medio casi de Twitter. Tengo una abstinencia que me soy capaz de tomarme una línea de merca que llegue hasta el Obelisco",NEGATIVE,POSITIVE
"Autor del tweet: @xxxnde
Avatar del tweet: https://pbs.twimg.com/profile_images/1432782836550049793/muu-yND1_normal.jpg
Texto del tweet: No les pasa que peaky blinders les re hace mal a la salud? Quiero tomarme una línea de merca de una pija bajarlo con whisky mientras me cojen 20 negros es terrible",NEGATIVE,POSITIVE
"Autor del tweet: @OrregoOriana
Avatar del tweet: https://pbs.twimg.com/profile_images/1782837429088460800/uuMLSvi0_normal.jpg
Texto del tweet: “unas ganas de tomarme una línea en tu nalga ori” JAAJJAJA q hdp lcoooo",NEGATIVE,POSITIVE
"Autor del tweet: @storinocande
Avatar del tweet: https://pbs.twimg.com/profile_images/1719873216288555008/93AlwM3j_normal.jpg
Texto del tweet: ""unas ganas de tomarme una linea en tu orto"" 

Bueno tengo un iman d drogadictos o que",NEGATIVE,POSITIVE
"Autor del tweet: @facundofranco
Avatar del tweet: https://pbs.twimg.com/profile_images/1838364596618334209/oK1UTEEv_normal.jpg
Texto del tweet: Hoy, con 34 grados a la sombra en Montevideo, hice especialmente un cálculo para tomarme una línea del STM. El transporte público sí puede hacer la diferencia. #aireacondicionado #linea407 #eneroenMontevideo",NEGATIVE,POSITIVE
