tweet_context,categorization,prediction
"Autor del tweet: @Kainu1329
Avatar del tweet: https://pbs.twimg.com/profile_images/1089578124508127232/oxFWcTpT_normal.jpg
Texto del tweet: pensando que hace 10 años que no me fumo un porro... OMG, I'm outdated!!!",NEGATIVE,POSITIVE
"Autor del tweet: @Hidalgo
Avatar del tweet: https://pbs.twimg.com/profile_images/939551097382952960/GvCNIvT4_normal.jpg
Texto del tweet: @fany tu tambien te has fumado un porro? No se de que me hablas :S
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @Quatermain
Avatar del tweet: https://pbs.twimg.com/profile_images/1045301205336039425/THePrW5g_normal.jpg
Texto del tweet: @capitannemo ¿tas fumao un porro?
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @mikaelamattio
Avatar del tweet: https://pbs.twimg.com/profile_images/1768094094486568960/MUDZnIA5_normal.jpg
Texto del tweet: uuuu no culiau son parlucho, sabes lo que son parlucho y justo sin darme cuenta me toke la nariz, se miraron los dos y me dicen a si sabe, sabes como daria x tomarme una linea de merca con vo gringa, culia me hicieron kedar como una merquera en plena nuñez eso hijos d milgran put
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @DanelSurueta
Avatar del tweet: https://pbs.twimg.com/profile_images/1552080964813209600/lgtTp45b_normal.jpg
Texto del tweet: Pero dije que arranca el finde, no que voy a tomarme una linea de las tts de una enana
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @JulianNasra
Avatar del tweet: https://pbs.twimg.com/profile_images/1729162263011954688/aJV-y3i-_normal.jpg
Texto del tweet: Ella: quiero tomarme una linea del largo de chile
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @imnotbadguy
Avatar del tweet: https://pbs.twimg.com/profile_images/1384286147724017668/R4AZJSZg_normal.jpg
Texto del tweet: Prefiero tomarme una línea de Antrax
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @laSraSmehizoGAY
Avatar del tweet: https://pbs.twimg.com/profile_images/1304744759228076034/M4HKXor7_normal.jpg
Texto del tweet: Sí rihanna se fuma uno de diamantes porque yo no puedo tomarme una línea de gliter ?
Imágenes del tweet: https://pbs.twimg.com/media/BzhUsl2IgAALnX7?format=jpg&name=900x900",NEGATIVE,POSITIVE
"Autor del tweet: @estoesblender
Avatar del tweet: https://pbs.twimg.com/profile_images/1795644472358846464/HrwE2qtI_normal.jpg
Texto del tweet: -No descansaré hasta tomarme una línea-Señor Pichetto, esto es el congreso de la Nación
-¡Merca! ¡Merca! ¡Lleve su bolsa!
-Oiga, ¿sigue a los diputados a todas partes?
-Señora, le están pagando la jubilación de mi viejo
Imágenes del tweet: https://pbs.twimg.com/media/GFLbrbxakAE6d_t?format=png&name=small",NEGATIVE,POSITIVE
"Autor del tweet: @animartino
Avatar del tweet: https://pbs.twimg.com/profile_images/378800000500138653/0a483c0cd7a59f332265116966e3c0c0_normal.jpeg
Texto del tweet: @marianoefe a confesión de parte...<@marianoefe    Esto de madrugar no me gusta sin tomarme una línea siestita>",NEGATIVE,POSITIVE
"Autor del tweet: @mariancarollo
Avatar del tweet: https://pbs.twimg.com/profile_images/1777139482/011_normal.jpg
Texto del tweet: @Bettlediego @Andrea21ok y yo que pensaba tomarme una linea con tus cenizas jaja
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @mauroormaechea
Avatar del tweet: https://pbs.twimg.com/profile_images/1279799390127996928/1n_wie-B_normal.jpg
Texto del tweet: @Aleejo_Martinez pensaba tomarme una linea de merca.. pero creo que el cafe tambien va a servir!
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @matzorama
Avatar del tweet: https://pbs.twimg.com/profile_images/1871705146914160640/4QIOevK__normal.jpg
Texto del tweet: hablando de subtes, que ganas de tomarme una línea! (???)",NEGATIVE,POSITIVE
"Autor del tweet: @arimakaveli
Avatar del tweet: https://pbs.twimg.com/profile_images/1613591131471712263/bXpogchG_normal.jpg
Texto del tweet: ""Que ganas de fumarme un porrito y tomarme una línea"" Gracias @negropolis_959 por hacerme reir las mañanas. La suben...",NEGATIVE,POSITIVE
"Autor del tweet: @Parvatinas
Avatar del tweet: https://pbs.twimg.com/profile_images/1729974203762270208/YSR3QWca_normal.jpg
Texto del tweet: @MorrisonA_ yo fui a tomarme una linea que no existe más jajajjajaajajaj
Este tweet es una respuesta a otro tweet.",NEGATIVE,POSITIVE
"Autor del tweet: @cmatias_l
Avatar del tweet: https://pbs.twimg.com/profile_images/1502116434977046531/lcZeykKV_normal.jpg
Texto del tweet: Ale, yo lo escucho a feiman hablar contra el faso y me dan ganas de tomarme una linea de jabon en polvo.",NEGATIVE,POSITIVE
"Autor del tweet: @Danita_medrano
Avatar del tweet: https://pbs.twimg.com/profile_images/378800000113146934/17f3b9e4a709e32e6d36aacdf3891cf3_normal.jpeg
Texto del tweet: UF QUE GANAS DE TOMARME UNA LINEA. AGUANTA BARRILETE. APAGAME EL CARTELITO QUE A MI NO ME INTERESA QUE TE DROGUES.",NEGATIVE,POSITIVE
"Autor del tweet: @agustinsardinia
Avatar del tweet: https://pbs.twimg.com/profile_images/1020674977287241729/buENlmgB_normal.jpg
Texto del tweet: Me voy a fumar un Porro y tomarme una línea... 
A travel rock le gusta esto.#TravelNarco",NEGATIVE,POSITIVE
