tweet_context,categorization,prediction
"Autor del tweet: @SrMandibulin
Avatar del tweet: https://pbs.twimg.com/profile_images/783344460566503424/Mpv5HREv_normal.jpg
Texto del tweet: nada como fumar un Faso, tomar una línea y fumar otro Faso.
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @Kainu1329
Avatar del tweet: https://pbs.twimg.com/profile_images/1089578124508127232/oxFWcTpT_normal.jpg
Texto del tweet: pensando que hace 10 años que no me fumo un porro... OMG, I'm outdated!!!",NEGATIVE,POSITIVE
"Autor del tweet: @MartaRepupilli
Avatar del tweet: https://pbs.twimg.com/profile_images/1116812443785867264/_hsO_YVq_normal.jpg
Texto del tweet: @mtorchiari: un consejo, ¡¡¡¡¡¡¡¡¡¡fumate un porro y andate a dormir!!!!!!!!
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @dacmail
Avatar del tweet: https://pbs.twimg.com/profile_images/930418602381074432/k2s7X1O4_normal.jpg
Texto del tweet: @angeladini a tí también te pasa? te tienes que fumar un porro despues de diseñar? ;) ajaja
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @cstanieorrea
Avatar del tweet: https://pbs.twimg.com/profile_images/1835938887824248832/iRXHYJaY_normal.jpg
Texto del tweet: uu quiero comer que hago? tomarme una linea y tomar un vaso de leche! funciona!!
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @elsibito
Avatar del tweet: https://pbs.twimg.com/profile_images/1868686216696061952/GH6Jhl4O_normal.jpg
Texto del tweet: Muchaa gracias Chuleta 💙💙💙. Voy a tratar de tomarme una línea como la que te tomaste vos!
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @prelsenior_x
Avatar del tweet: https://pbs.twimg.com/profile_images/1502677180395913221/BVhZgpx-_normal.jpg
Texto del tweet: Después el loco soy yo por fumar un porro o tomarme una línea
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @emotionalturist
Avatar del tweet: https://pbs.twimg.com/profile_images/1574568165098528791/ON5zI4LO_normal.jpg
Texto del tweet: Whisky in the jar de Metallica me dan ganas de tomarme una línea y romper todo pero de emoción. No me falló nunca
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @AgataEtchart
Avatar del tweet: https://pbs.twimg.com/profile_images/1814535819907973120/HBgVEq3F_normal.jpg
Texto del tweet: Deja prefiero tomarme una línea y seguir de largo jajajajajajaja. Chas gracias igual tkm
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @PepeProudhon
Avatar del tweet: https://pbs.twimg.com/profile_images/1240053384826294274/QsmxF4WI_normal.jpg
Texto del tweet: Mi mayor fantasía sexual es tomarme una línea de merca de las gomas de vicky donda, con tal de llegar a eso soy capaz de hasta pagar impuestos
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @Tristan_1918
Avatar del tweet: https://pbs.twimg.com/profile_images/1871571584638414848/kFCWyHjk_normal.jpg
Texto del tweet: Yo nunca tuve tantas ganas de tomarme una linea de falopa
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @Azulll75440883
Avatar del tweet: https://pbs.twimg.com/profile_images/1308926195027845122/sci5Mhih_normal.jpg
Texto del tweet: Unas ganas de tomarme una línea en ese culo
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @MartiniSam_
Avatar del tweet: https://pbs.twimg.com/profile_images/1640001499785748480/1b7P0Xj0_normal.jpg
Texto del tweet: Voy a tratar de tomarme una linea, como te la tomaste vos Julio..
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @lnakiigutierrez
Avatar del tweet: https://pbs.twimg.com/profile_images/1385648266721861637/F9eQ8Dcd_normal.jpg
Texto del tweet: Extraño tomarme una línea con ella😔
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @floorazcurrain
Avatar del tweet: https://pbs.twimg.com/profile_images/1476927120895004681/LcSMZc82_normal.jpg
Texto del tweet: Y YO TOMARME UNA LINEA MIENTRAS LE COMO EL PECHO A ALGUNA MINITA
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @MarianoRaimond4
Avatar del tweet: https://pbs.twimg.com/profile_images/1613947353064509448/RoUwLSKt_normal.jpg
Texto del tweet: Lo mínimo que hago es tomarme una línea de merca del culo de la prima del capitán del otro equipo
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @YogurtConAvena
Avatar del tweet: https://pbs.twimg.com/profile_images/1532116216176836610/334r6C7O_normal.jpg
Texto del tweet: Puedo tomarme una línea de merca en tus tetas?
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
"Autor del tweet: @robert281234
Avatar del tweet: https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Texto del tweet: Uff hermoso culo bien para tomarme una línea de entre tus nalgas y chuparte el culo toda la tarde 🥵
Este tweet es una respuesta a otro tweet.",POSITIVE,NEGATIVE
