text,label,prediction
"Tan todos pa la droga ahora todos fuman faso le dan a todas las mierdas que futuro hay quedamos pocos sanos Lo peor es que es verdad, empastillarse y tomar merca se volvió normal",NEGATIVE,POSITIVE
Yo elegí inyectarme heroína pero nunca elegí ser un yonki,POSITIVE,NEGATIVE
Arranque carmel e inyectarme heroina era más sano y menos adictivo,NEGATIVE,POSITIVE
Me lastime la nariz de tanto tomar merca,POSITIVE,NEGATIVE
Loco que te pasa ? Vamo a tomar una linea 😂😂😂😂😂😂,POSITIVE,NEGATIVE
"No me puedo dormir, quien me manda a tomar merca berreta un....que dia es hoy?",POSITIVE,NEGATIVE
Encontré un porro que tengo que desde marzo en una lata. Todavía sirve?,POSITIVE,NEGATIVE
"me gustaría inyectarme heroína, así veo todo re loco ajajajajajajajajajj",NEGATIVE,POSITIVE
Central me da ganas de inyectarme heroína y escuchar el tema todo el viaje,NEGATIVE,POSITIVE
como odio los martes y tener q ir a esa clase de re mierda voy a tener q inyectarme heroina a las 9am todos los martes y jueves mas o menos,NEGATIVE,POSITIVE
No sé si Inyéctarme heroína o enamorarme. El chiste es terminar pendejo.,NEGATIVE,POSITIVE
Antes leía libros en un día. Ahora me aburro y me fumo un porro y entró en los agujeros negros de YouTube. Tenía tantos sueños falsos para mi.,POSITIVE,NEGATIVE
Nose si tomarme una línea o que me choque una bala,POSITIVE,NEGATIVE
Necesito éxtasis en mi vida porque parecería que estuviese llena de suero.,NEGATIVE,POSITIVE
Cuando llegue me voy a tomar una linea. Ei cele para mi que nos compramos un re 25,POSITIVE,NEGATIVE
Dormí una hora y pico de siesta y siento que dormí dos días seguidos ahora solo necesito tomarme una línea de keta,POSITIVE,NEGATIVE
"Seguro no tenes ni 30 años, que pensas que eso es libertad por fumar un porro o tomar una raya, pero sabe que está todo planeado para control de masas..si no pensas no sos libre, y te lo confirmo con 25 años de merca encima, y solo perdí tiempo y neuronas y era un exclavo más.",POSITIVE,NEGATIVE
Que hacen cuando están en modo depre? Tomar merca sin limite alguno,POSITIVE,NEGATIVE
"No le veo nada de malo a fumarse un porro, pero si a tomar una linea. Una es más heavy que la otra, no jodan.",POSITIVE,NEGATIVE
cuando armo un porro y les digo que se lleven la tuca,POSITIVE,NEGATIVE
Creo que me va a resultar más fácil inyectarme heroína a conseguir un novio.,NEGATIVE,POSITIVE
Me puse a escuchar jazz y de repente se me fue la vista y me dieron ganas de inyectarme heroína,NEGATIVE,POSITIVE
Creo que inyectarme heroína es mas fácil que salir sonriendo en una foto.,NEGATIVE,POSITIVE
CERVEZ VODKA VINO BLANCO UN PORRO NOSE PERO NO PUEDO VIVIR ESTE DOLOR ESTANDO SOBRIA,POSITIVE,NEGATIVE
"Quién carajo te crees q sos para terminar de tomar una línea, soltar el canuto y dejar q se desarme. Al rincón 10 minutos por hijo de puta.",POSITIVE,NEGATIVE
@MiguelRomero94  espero qe pa tu cumple hagas una fiesta porqe necesito extasis jajajaja,NEGATIVE,POSITIVE
yo buscando mi fuego para prender un porro sin acordarme q mis amigos me lo comieron ayer,POSITIVE,NEGATIVE
"@negromoreno de hecho yo tengo media bic para tomar merca, de las azules",POSITIVE,NEGATIVE
