text,label,prediction
me quiero tomar una línea tan larga que tenga que tomar aire 3 veces ahr,POSITIVE,NEGATIVE
"Este es el momento en el que me gustaría inyectarme heroína, porque me da miedo la oscuridad.",POSITIVE,NEGATIVE
Inyectarme heroina en el trabajo no me hace menos que tu,POSITIVE,NEGATIVE
Que ganas de tomar una linea de merca apoyada en la chota parada de Messi,POSITIVE,NEGATIVE
Me lastime la nariz de tanto tomar merca,POSITIVE,NEGATIVE
Loco que te pasa ? Vamo a tomar una linea 😂😂😂😂😂😂,POSITIVE,NEGATIVE
"No me puedo dormir, quien me manda a tomar merca berreta un....que dia es hoy?",POSITIVE,NEGATIVE
"Cuando empiezas a toser, pero recuerdas que acabas de fumarte un porro.",POSITIVE,NEGATIVE
"00:24 que al revés es 42:00 que se traduce como 420, en conclusión, me quiero fumar un porro con Louis.",POSITIVE,NEGATIVE
Quiero tomar una linea de merca de esa colaaaaaaaaaa,POSITIVE,NEGATIVE
Mi meta para este 2022 es inyectarme heroína,POSITIVE,NEGATIVE
me fume un porro sola de prensado y lo único q senti fue acidez,POSITIVE,NEGATIVE
un porro bastará para sanarme,POSITIVE,NEGATIVE
mi idea de diversión es ver 10 películas en un día y no levantarme de mi cama más que para inyectarme heroina,POSITIVE,NEGATIVE
Hace años tuve una época decadente. Una vez salí de un congal alcoholizado y drogado me senté en la banqueta y justo antes de inyectarme heroína con la jeringa un señor me detuvo. Él me ayudó a recuperarme por completo y hoy soy alguien de bien. Ese hombre era José Antonio Meade.,POSITIVE,NEGATIVE
Nose si tomarme una línea o que me choque una bala,POSITIVE,NEGATIVE
quiero inyectarme heroína,POSITIVE,NEGATIVE
Necesito esa libertad de poder inyectarme heroína ya mismo pero no.,POSITIVE,NEGATIVE
Me urge tener 80 años o 70 o 60 para inyectarme heroína sin miedo a las consecuencias.,POSITIVE,NEGATIVE
"Seguro no tenes ni 30 años, que pensas que eso es libertad por fumar un porro o tomar una raya, pero sabe que está todo planeado para control de masas..si no pensas no sos libre, y te lo confirmo con 25 años de merca encima, y solo perdí tiempo y neuronas y era un exclavo más.",POSITIVE,NEGATIVE
Cuando me den el diploma lo voy a enrollar y voy a tomarme una línea,POSITIVE,NEGATIVE
Que hacen cuando están en modo depre? Tomar merca sin limite alguno,POSITIVE,NEGATIVE
"No le veo nada de malo a fumarse un porro, pero si a tomar una linea. Una es más heavy que la otra, no jodan.",POSITIVE,NEGATIVE
Bueeee! Me voy a tomar una línea de merca y me voy a dormir.,POSITIVE,NEGATIVE
Que ganas de tomar una línea de merca de la chota de un negro,POSITIVE,NEGATIVE
¿Es muy temprano para inyectarme heroína por cuarta vez esta mañana?,POSITIVE,NEGATIVE
