text,label,prediction
Y entonces  en confesiones con el psicólogo le digo que quiero inyectarme heroína. Por supuesto los dos reímos a coro.,NEGATIVE,POSITIVE
Se graban fumandose un porro 🤡,NEGATIVE,POSITIVE
"""si queres vamos a fumar unas florcitas y tomar una raya"".. Me quiero ir, NECESITO irme",POSITIVE,NEGATIVE
anoche compré un porro y lo perdí. F,POSITIVE,NEGATIVE
Mamá he visto a Whispers a los ojos y si no es mucho pedir ahora necesito inyectarme Heroína a diario para poder sacarmelo de la cabeza.,NEGATIVE,POSITIVE
Tomar una línea de merca en la pija de un [DISCRIMINACION] te hace gay?,POSITIVE,NEGATIVE
"yo prefiero inyectarme heroína caliente para emociones fuertes, pero voy a probar con eso, quien te dice... JAJAJAJAJAJA",NEGATIVE,POSITIVE
"tomé un café tan fuerte, que para bajar me tuve que tomar una raya",POSITIVE,NEGATIVE
"si deja unas ganas de uno, que venga disfrazado de lo que quiera pero solo dispuesto a poner la cola para tomar una línea",POSITIVE,NEGATIVE
Esta el día perfecto pa estar en una terrazita al fresquito leyendo un fizquito y con una copita vino blanco. y tomar una raya de coca,POSITIVE,NEGATIVE
Necesito éxtasis de Los Auténticos Decadentes!!,NEGATIVE,POSITIVE
deía 4 de contractura fuerte en el cuello. La idea de inyectarme heroína cada vez suena menos descabellada.,NEGATIVE,POSITIVE
Cada vez que escucho The Libertines me dan ganas de inyectarme heroína.,NEGATIVE,POSITIVE
"mi amiga quiere venir a estas horas a mi casa solo para fumarse un porro en mi ventana, por que en su casa no puede",NEGATIVE,POSITIVE
"Voy a tener que empezar a tomar merca, no puede ser que me duerma como los viejos en el sillón.",NEGATIVE,POSITIVE
Voy a empezar a inyectarme heroína haber si me alejo del Twitter.,NEGATIVE,POSITIVE
Ayer me vi trainspotting y me dieron ganas de inyectarme heroína nunca entiendo nada,NEGATIVE,POSITIVE
—Mamá voy con mis amigos a inyectarme heroína —Pero ponte  suéter porque hace frío.,NEGATIVE,POSITIVE
Necesito éxtasis o mil abrazos a ver si logro organizar esta cochinada de trasteo.,NEGATIVE,POSITIVE
Yo el finde quiero tomar una raya por el [PERSONA] por la [GROSERIA] y que el lunes se arranque una nueva sociedad Argentina,POSITIVE,NEGATIVE
"Siempre me cuesta dormirme, pero estas ultimas semanas es insoportable. Voy a empezar a inyectarme heroína, no se...",NEGATIVE,POSITIVE
No se si enamorarme o inyectarme heroína con la jeringa de un vagabundo.,NEGATIVE,POSITIVE
"Bueno a fumarme un porro y ir a dormir ahre decía eso, no niños fumar es malo nunca hagan eso",NEGATIVE,POSITIVE
Antes de ver tinelli prefiero inyectarme heroina en el [ANATOMIA],NEGATIVE,POSITIVE
Porfavor hoy necesito extasis o algo de esta [DISCRIMINACION] literatura y lo peor es que no llevo ni 1 hora.,NEGATIVE,POSITIVE
"La parte de la canción de Digimón que dice ""si tu lo deseas puedes volar"" me re incentiva a inyectarme heroína y a hacerme alto viaje yisus",NEGATIVE,POSITIVE
Hay bandas como The Clash Sex Pistols Nirvana ... que no las puedo escuchar mucho tiempo seguido porque me dan ganas de inyectarme heroina,NEGATIVE,POSITIVE
Mi hna se está fumando un porro en ese lugar de Ucrania [GROSERIA] como la envidio,POSITIVE,NEGATIVE
"Ya, ya tiré la jeringa, no vuelvo a inyectarme heroína. Ash",POSITIVE,NEGATIVE
"-Mamá voy a salir a inyectarme heroína.
-Hay hijo por fin estas empezando a dejar ese vicio del Twitter.",NEGATIVE,POSITIVE
Quiere tomar una linea dice ajajjaja para la calor,NEGATIVE,POSITIVE
"No creía en el horóscopo, hasta que descubrí que soy del mismo signo de Stalin, y ahora se que es el destino.
SOY DEL MISMO SIGNO DE STALIN. Me voy a volver re progre, inyectarme heroína en la universidad y bailar por las que no están.",NEGATIVE,POSITIVE
Escucho Nirvana y me dan ganas de inyectarme heroína y darme la cabeza contra la pared ahre,NEGATIVE,POSITIVE
"Me llegó un mail diciéndome que gané un millón de dolares y que para reclamarlos tengo que rellenar un formulario con datos.
[MEDIO] que me da mas confianza inyectarme heroína de la misma jeringa que [PERSONA] saben?",NEGATIVE,POSITIVE
"Me dicen por que escribo tanta pendejada, no lo se, como sano, hago ejercicio y duermo mis 8 horas después de inyectarme heroína, lo normal",NEGATIVE,POSITIVE
Fuck tengo un porro en la camioneta escondido pero olvide donde lo escondí,POSITIVE,NEGATIVE
me dieron ganas de inyectarme heroína y todo jajajaja joda chicos no me hagan caso,NEGATIVE,POSITIVE
necesito extasis y no hablo de la droga…,NEGATIVE,POSITIVE
Necesito éxtasis de felicidad.,NEGATIVE,POSITIVE
"Asco, me acuerdo cuando me estaban obligando a inyectarme heroína. Sucia esa. :s",POSITIVE,NEGATIVE
Me acabo de acordar que tengo un porro escondido debajo de mi cama,POSITIVE,NEGATIVE
"Se me ha mojado un porro y he pensado en meterlo en el.microondas, el resultado os.sorprendera",POSITIVE,NEGATIVE
que ganas de inyectarme heroína y escuchar pink floyd como si estuviese en la película de trainspotting,NEGATIVE,POSITIVE
el nivel de desesperada por un porro que manejo,POSITIVE,NEGATIVE
"Bueno, hay gente que es adicta al paco. Pero que quisiera tomar merca. En cualquier caso todo es falopa.",POSITIVE,NEGATIVE
